DOID,Type,MeSH,UMLS_CUI
0060413,DIS,C567511,
0060414,DIS,,
0060415,DIS,C567289,
0060416,DIS,C567344,
0060417,DIS,,
0060418,DIS,C536808,C2931338
0060419,DIS,C567184,
0060420,DIS,,
0060421,DIS,,
0060422,DIS,C567239,
0060423,DIS,,
0060424,DIS,,
0060425,DIS,,
0060426,DIS,,
0060427,DIS,,
0060428,DIS,C567350,
0060429,DIS,,
0060430,DIS,,
0060431,DIS,,
0060432,DIS,C567705,
0060433,DIS,,
0060434,DIS,,
0060435,DIS,C567290,
0060436,DIS,C567224,
0060437,DIS,,
0060438,DIS,C535963,
0060439,DIS,C562687,C0268647
0060440,DIS,,
0060441,DIS,,
0060442,DIS,,
0060443,DIS,,
0060444,DIS,C535474,C1275685
0060445,DIS,C566452,
0060446,DIS,C567587,
0060447,DIS,C535477,
0060448,DIS,C563256,C1562113
0060449,DIS,C535480,C0339273
0060450,DIS,C567588,
0060451,DIS,D053559,C0339277
0060452,DIS,C567546,
0060453,DIS,C535476,C0339278
0060454,DIS,C567547,
0060455,DIS,C535942,C1562894
0060456,DIS,C535475,C0271287
0060457,DIS,C562745,
0060458,DIS,,
0060459,DIS,C567626,
0060460,DIS,C567717,
0060461,DIS,C567585,
0060462,DIS,C535943,C0432242
0060463,DIS,,C1707291
0060464,DIS,C537734,
0060465,DIS,C562524,C0265282
0060466,DIS,C562884,C0399440
0060467,DIS,C535284,
0060468,DIS,C535326,C0265264
0060469,DIS,D054221,C0265219
0060470,DIS,,
0060471,DIS,C536525,C0236026
0060472,DIS,C536321,
0060473,DIS,C537705,C0796004
0060474,DIS,,
0060475,DIS,,
0060476,DIS,C536399,
0060478,DIS,D000071243,
0060479,DIS,D000081003,
0060480,DIS,,
0060481,DIS,C537279,C1836123
0060482,DIS,C567416,
0060483,DIS,,
0060484,DIS,C557674,C2748572
0060485,DIS,C536990,C1856113
0060486,DIS,C566822,
0060488,DIS,C537403,C1970431
0060490,DIS,C536629,C0877024
0060491,DIS,C563702,
0060492,DIS,,
0060495,DIS,,
0060496,DIS,,
0060497,DIS,,
0060498,DIS,,
0060499,DIS,,
0060500,DIS,,
0060501,DIS,,
0060502,DIS,,
0060503,DIS,,
0060504,DIS,,
0060505,DIS,,
0060506,DIS,,
0060507,DIS,,
0060508,DIS,,
0060509,DIS,,
0060510,DIS,,
0060511,DIS,,
0060512,DIS,,
0060513,DIS,,
0060514,DIS,,
0060515,DIS,,
0060516,DIS,,
0060517,DIS,,
0060518,DIS,,
0060519,DIS,,
0060520,DIS,,
0060521,DIS,,
0060522,DIS,,
0060523,DIS,,
0060524,DIS,,
0060525,DIS,,
0060526,DIS,,
0060527,DIS,,
0060528,DIS,,
0060529,DIS,,
0060530,DIS,,
0060531,DIS,,
0060532,DIS,,
0060534,DIS,,
0060535,DIS,,
0060536,DIS,C537475,C1838979
0060537,DIS,C565375,
0060538,DIS,D055665,
0060539,DIS,,
0060540,DIS,C537709,
0060541,DIS,,
0060542,DIS,,
0060543,DIS,,
0060544,DIS,,
0060545,DIS,,
0060546,DIS,,
0060547,DIS,,
0060548,DIS,,C3642345
0060549,DIS,C537908,C1319466
0060550,DIS,C535557,C1860224
0060551,DIS,C565820,
0060556,DIS,C537177,C1847640
0060557,DIS,,
0060558,DIS,,
0060559,DIS,C537194,C1854664
0060560,DIS,C564369,
0060562,DIS,D063748,
0060563,DIS,C566815,
0060564,DIS,,
0060565,DIS,C535313,C0796137
0060566,DIS,C535327,C1856095
0060567,DIS,C535509,C0263398
0060569,DIS,C535572,
0060570,DIS,D014381,
0060571,DIS,,
0060572,DIS,,
0060573,DIS,D056725,C1264039
0060574,DIS,D056728,C1264040
0060575,DIS,,
0060576,DIS,,
0060577,DIS,,
0060578,DIS,,
0060580,DIS,C548081,
0060581,DIS,C537847,
0060582,DIS,C548082,
0060583,DIS,C548083,
0060584,DIS,C548084,
0060585,DIS,,
0060586,DIS,,
0060587,DIS,,
0060588,DIS,,
0060589,DIS,C536719,C1857663
0060590,DIS,C567043,
0060591,DIS,C536697,C0472817
0060592,DIS,,
0060597,DIS,D054438,C1292772
0060599,DIS,C538336,C0796085
0060601,DIS,,
0060602,DIS,C565768,
0060603,DIS,,
0060604,DIS,D000072676,
0060606,DIS,,
0060608,DIS,C537577,
0060609,DIS,C565898,
0060610,DIS,C536138,C1608393
0060611,DIS,C535554,
0060612,DIS,,
0060613,DIS,,
0060614,DIS,C536937,C1866994
0060638,DIS,,
0060639,DIS,,
0060640,DIS,C535737,C1865349
0060641,DIS,,
0060642,DIS,,
0060643,DIS,D015209,C0566602
0060644,DIS,C536123,C1838654
0060645,DIS,C535456,
0060646,DIS,,
0060647,DIS,,
0060648,DIS,,
0060649,DIS,,
0060650,DIS,C536171,C1857253
0060651,DIS,,
0060652,DIS,,
0060653,DIS,,
0060654,DIS,,
0060655,DIS,D017490,C0079154
0060656,DIS,,
0060668,DIS,D000757,
0060669,DIS,,
0060670,DIS,,
0060671,DIS,,
0060672,DIS,,
0060673,DIS,C537884,
0060674,DIS,,
0060675,DIS,,
0060676,DIS,,
0060677,DIS,,
0060678,DIS,,
0060679,DIS,,
0060680,DIS,C563184,
0060681,DIS,,
0060682,DIS,,
0060683,DIS,,
0060684,DIS,,
0060685,DIS,,
0060686,DIS,,
0060688,DIS,D002538,C0007772
0060689,DIS,C565924,
0060690,DIS,,
0060691,DIS,,
0060692,DIS,,
0060693,DIS,C563156,
0060694,DIS,C563363,
0060695,DIS,D000071017,
0060696,DIS,D000071017,
0060697,DIS,,
0060698,DIS,,
0060699,DIS,,
0060700,DIS,,
0060701,DIS,,
0060702,DIS,,
0060703,DIS,C537369,C1864436
0060704,DIS,,
0060705,DIS,,
0060706,DIS,,
0060707,DIS,,
0060708,DIS,,
0060710,DIS,,
0060711,DIS,,
0060712,DIS,,
0060713,DIS,,
0060714,DIS,,
0060715,DIS,,
0060716,DIS,,
0060717,DIS,,
0060718,DIS,,
0060719,DIS,,
0060720,DIS,,
0060728,DIS,C000626124,
0060730,DIS,,
0060731,DIS,C536209,
0060732,DIS,C538024,
0060733,DIS,,
0060735,DIS,,
0060736,DIS,,
0060737,DIS,,
0060738,DIS,,
0060739,DIS,,
0060740,DIS,C565390,
0060741,DIS,,
0060742,DIS,,
0060743,DIS,,
0060744,DIS,C536648,C0271829
0060745,DIS,C535602,
0060746,DIS,C563034,
0060747,DIS,,
0060748,DIS,,
0060749,DIS,,
0060750,DIS,,
0060751,DIS,,
0060752,DIS,,
0060753,DIS,,
0060754,DIS,,
0060755,DIS,,
0060756,DIS,,
0060757,DIS,,
0060758,DIS,,C1720956
0060759,DIS,,C1720958
0060760,DIS,C564277,C1842413
0060761,DIS,,
0060762,DIS,C536920,C0406585
0060763,DIS,,
0060764,DIS,,
0060765,DIS,,
0060766,DIS,,
0060767,DIS,,
0060768,DIS,D058496,
0060769,DIS,C536781,
0060770,DIS,,
0060771,DIS,,
0060772,DIS,,
0060773,DIS,,
0060774,DIS,,
0060775,DIS,C537470,
0060776,DIS,,
0060777,DIS,,
0060778,DIS,,
0060779,DIS,,
0060780,DIS,,
0060781,DIS,,
0060782,DIS,C536189,C0406704
0060783,DIS,C536189,C0406704
0060784,DIS,C536189,C0406704
0060785,DIS,,C3164344
0060786,DIS,,
0060787,DIS,,
0060788,DIS,,
0060789,DIS,,
0060790,DIS,,
0060791,DIS,,
0060792,DIS,,
0060793,DIS,,
0060794,DIS,,
0060795,DIS,,
0060796,DIS,,
0060797,DIS,,
0060798,DIS,,
0060799,DIS,C537723,C1846058
0060800,DIS,C535773,C0796254
0060801,DIS,C537451,C1846278
0060802,DIS,,
0060803,DIS,,
0060804,DIS,,
0060805,DIS,,
0060806,DIS,,
0060807,DIS,,
0060808,DIS,C537449,C1846170
0060809,DIS,,
0060810,DIS,,
0060811,DIS,,
0060812,DIS,C537333,C1846055
0060813,DIS,,
0060814,DIS,,
0060815,DIS,,C1839735
0060816,DIS,,
0060817,DIS,,
0060818,DIS,C535556,C1846056
0060819,DIS,,
0060820,DIS,,
0060821,DIS,C537724,C0796022
0060822,DIS,,
0060823,DIS,,
0060824,DIS,,
0060825,DIS,C537450,C1846130
0060826,DIS,,
0060827,DIS,,
0060828,DIS,,
0060830,DIS,,
0060831,DIS,,
0060832,DIS,C537301,C1859194
0060833,DIS,C537302,C1868679
0060834,DIS,C537303,C1836573
0060835,DIS,,
0060836,DIS,,
0060837,DIS,,
0060838,DIS,,
0060839,DIS,,
0060840,DIS,,
0060841,DIS,,
0060842,DIS,,
0060843,DIS,C536965,C0393814
0060844,DIS,C537849,C0266526
0060847,DIS,C537119,C0265309
0060848,DIS,,
0060849,DIS,C536063,C0432252
0060850,DIS,C536376,C0149955
0060851,DIS,D010392,C0030809
0060852,DIS,C537185,C1836876
0060853,DIS,C538355,C2931246
0060854,DIS,D011546,C0268436
0060855,DIS,D011546,C1449843
0060856,DIS,,
0060857,DIS,D025962,C0338503
0060858,DIS,C564710,
0060859,DIS,,
0060861,DIS,,
0060862,DIS,C565454,"C1855644, C4273986"
0060863,DIS,,
0060864,DIS,,
0060865,DIS,,
0060866,DIS,,
0060867,DIS,C565342,
0060868,DIS,,
0060869,DIS,C565309,
0060870,DIS,D004393,C0013338
0060871,DIS,,
0060872,DIS,C562704,
0060873,DIS,,
0060874,DIS,,
0060875,DIS,,
0060877,DIS,D053560,C0432306
0060878,DIS,C537907,C1840333
0060879,DIS,,
0060880,DIS,,
0060881,DIS,C536148,C2931121
0060882,DIS,,
0060883,DIS,,
0060884,DIS,,
0060885,DIS,,
0060886,DIS,C536053,C0432268
0060887,DIS,,
0060888,DIS,,
0060889,DIS,D011535,
0060890,DIS,,
0060891,DIS,,
0060892,DIS,,
0060893,DIS,,
0060894,DIS,,
0060895,DIS,,
0060896,DIS,,
0060897,DIS,,
0060898,DIS,,
0060900,DIS,C567844,
0060901,DIS,D008258,"C0024419, C2936755"
0060902,DIS,C537848,C0796089
0060903,DIS,D013927,
0060911,DIS,,
0070000,DIS,,
0070002,DIS,,
0070003,DIS,,
0070004,DIS,,
0070005,DIS,,
0070006,DIS,,
0070007,DIS,C537533,
0070008,DIS,,
0070009,DIS,,
0070010,DIS,,
0070011,DIS,,
0070012,DIS,,
0070013,DIS,C537534,
0070014,DIS,,
0070015,DIS,,
0070016,DIS,,
0070017,DIS,,
0070018,DIS,,
0070019,DIS,,
0070020,DIS,,
0070021,DIS,,
0070022,DIS,,
0070023,DIS,,
0070024,DIS,,
0070025,DIS,,
0070026,DIS,,
0070027,DIS,,
0070028,DIS,,
0070029,DIS,,
0070030,DIS,,
0070031,DIS,,
0070032,DIS,,
0070033,DIS,,
0070034,DIS,,
0070035,DIS,,
0070036,DIS,,
0070037,DIS,,
0070038,DIS,,
0070039,DIS,,C3280283
0070040,DIS,,
0070041,DIS,,
0070042,DIS,,
0070043,DIS,,
0070044,DIS,,
0070045,DIS,,
0070046,DIS,,
0070047,DIS,,
0070048,DIS,,
0070049,DIS,,
0070050,DIS,,
0070051,DIS,,
0070052,DIS,,
0070053,DIS,,
0070054,DIS,,
0070055,DIS,,
0070056,DIS,,
0070057,DIS,,
0070058,DIS,,
0070059,DIS,,
0070060,DIS,,
0070061,DIS,,
0070062,DIS,,
0070063,DIS,,
0070064,DIS,,
0070065,DIS,,
0070066,DIS,,
0070067,DIS,,
0070068,DIS,,
0070069,DIS,,
0070070,DIS,,
0070071,DIS,,
0070072,DIS,,
0070073,DIS,,
0070074,DIS,,
0070077,DIS,,
0070078,DIS,,
0070079,DIS,,
0070080,DIS,,
0070081,DIS,,
0070082,DIS,,
0070083,DIS,,
0070084,DIS,,
0070085,DIS,,
0070086,DIS,,
0070087,DIS,,
0070088,DIS,,
0070089,DIS,,
0070090,DIS,,
0070091,DIS,,
0070092,DIS,,
0070093,DIS,,
0070094,DIS,,
0070095,DIS,C537729,
0070096,DIS,C537730,
0070097,DIS,,
0070098,DIS,,
0070099,DIS,,
0070100,DIS,,
0070111,DIS,,
0070112,DIS,,
0070113,DIS,,
0070114,DIS,,
0070115,DIS,,
0070116,DIS,,
0070117,DIS,,
0070118,DIS,,
0070119,DIS,,
0070120,DIS,,
0070121,DIS,C537756,C2673885
0070122,DIS,,
0070123,DIS,,
0070124,DIS,,
0070125,DIS,,
0070126,DIS,,
0070127,DIS,,
0070128,DIS,,
0070129,DIS,,
0070130,DIS,,
0070131,DIS,,
0070132,DIS,,
0070133,DIS,,
0070134,DIS,,
0070135,DIS,,
0070136,DIS,,
0070137,DIS,,
0070138,DIS,,
0070139,DIS,C567716,C2750804
0070140,DIS,,
0070141,DIS,,
0070142,DIS,,
0070143,DIS,C535990,C0268354
0070144,DIS,C562628,"C0268351, C0432336"
0070145,DIS,D000699,"C0002768, C0020075"
0070146,DIS,D009477,C0020074
0070147,DIS,,
0070148,DIS,C564296,C1842586
0070149,DIS,,
0070150,DIS,,
0070151,DIS,,
0070152,DIS,,
0070153,DIS,,
0070154,DIS,,
0070155,DIS,,
0070156,DIS,,
0070157,DIS,,
0070158,DIS,,
0070159,DIS,,
0070160,DIS,,
0070161,DIS,D002607,"C0020072, C0270914"
0070162,DIS,D009477,C0020071
0070163,DIS,,
0070164,DIS,,
0070165,DIS,,
0070166,DIS,,
0070167,DIS,D000072660,
0070168,DIS,,
0070169,DIS,,
0070170,DIS,,
0070171,DIS,,
0070172,DIS,,
0070173,DIS,C567832,
0070174,DIS,,
0070176,DIS,,
0070177,DIS,,
0070178,DIS,,
0070179,DIS,,
0070180,DIS,,
0070181,DIS,,
0070182,DIS,,
0070183,DIS,C562903,
0070184,DIS,,
0070185,DIS,,
0070186,DIS,,
0070187,DIS,C564030,
0070188,DIS,,
0070189,DIS,,
0070190,DIS,,
0070191,DIS,,
0070192,DIS,,
0070193,DIS,,
0070194,DIS,,
0070195,DIS,,
0070196,DIS,,
0070197,DIS,,
0070198,DIS,C537480,
0070199,DIS,,
0070200,DIS,C567646,
0070201,DIS,C567645,
0070202,DIS,D052496,C1720860
0070203,DIS,,
0070204,DIS,D052496,C1720861
0070205,DIS,,
0070206,DIS,,
0070207,DIS,D052496,C1720859
0070208,DIS,,
0070209,DIS,,
0070210,DIS,,
0070211,DIS,,
0070212,DIS,D008209,C1704423
0070213,DIS,C562467,"C0238261, C1704424"
0070214,DIS,C538376,C1864902
0070215,DIS,,
0070216,DIS,,
0070217,DIS,,
0070218,DIS,,
0070219,DIS,,
0070220,DIS,,
0070221,DIS,,C0268312
0070222,DIS,C535934,C3489789
0070223,DIS,C535935,C1865643
0070224,DIS,,
0070225,DIS,,
0070226,DIS,C535933,
0070227,DIS,C535932,
0070228,DIS,,
0070229,DIS,,
0070230,DIS,,
0070231,DIS,,
0070232,DIS,C535934,
0070233,DIS,,
0070234,DIS,,
0070235,DIS,,
0070236,DIS,,
0070237,DIS,,
0070238,DIS,,
0070239,DIS,,
0070240,DIS,,
0070241,DIS,,
0070242,DIS,,
0070243,DIS,,
0070244,DIS,,
0070245,DIS,,
0070246,DIS,,
0070247,DIS,,
0070248,DIS,,
0070249,DIS,,
0070250,DIS,,
0070251,DIS,,
0070252,DIS,,
0070253,DIS,C535752,C2931008
0070254,DIS,C565264,C1853736
0070255,DIS,C535755,C0398739
0070256,DIS,C535753,C2931009
0070257,DIS,C535754,C2931010
0070258,DIS,C567040,C1970344
0070259,DIS,C535756,C2931011
0070260,DIS,C566987,C1970021
0070261,DIS,,
0070262,DIS,,
0070263,DIS,,
0070264,DIS,,
0070265,DIS,,
0070266,DIS,,
0070267,DIS,,
0070268,DIS,,
0070269,DIS,,
0070270,DIS,,
0070271,DIS,,C2936783
0070272,DIS,,
0070273,DIS,,
0070274,DIS,,
0070275,DIS,,
0070276,DIS,,
0070277,DIS,,
0070278,DIS,,
0070279,DIS,,
0070280,DIS,,
0070281,DIS,,
0070282,DIS,,
0070283,DIS,,
0070284,DIS,,
0070285,DIS,,
0070286,DIS,,
0070287,DIS,,
0070288,DIS,,
0070289,DIS,,
0070290,DIS,,
0070291,DIS,,
0070292,DIS,,
0070293,DIS,,
0070294,DIS,,
0070295,DIS,,
0070296,DIS,,
0070297,DIS,,
0070298,DIS,,
0070299,DIS,C535505,C1846843
0070300,DIS,C535504,C1847593
0070301,DIS,,
0070302,DIS,,
0070303,DIS,C535501,C1838280
0070304,DIS,,
0070305,DIS,,
0070306,DIS,D000080942,
0070307,DIS,C564332,C1843042
0070308,DIS,C535686,
0070309,DIS,D004832,
0070310,DIS,,
0070311,DIS,,
0070313,DIS,,
0070314,DIS,,C0149939
0070315,DIS,,C0344963
0070316,DIS,,
0070317,DIS,,
0070318,DIS,,
0070319,DIS,,
0070320,DIS,,
0070321,DIS,,
0070322,DIS,,
0070323,DIS,,
0070324,DIS,,C4303422
0070325,DIS,,
0070326,DIS,,
0070327,DIS,,C1711221
0070328,DIS,,C0279607
0070329,DIS,,
0070330,DIS,C565304,
0070331,DIS,C536350,
0070332,DIS,,
0080000,DIS,,
0080001,DIS,D001847,C0005940
0080005,DIS,,
0080006,DIS,,
0080007,DIS,,
0080008,DIS,,
0080009,DIS,,
0080010,DIS,,
0080011,DIS,D001862,
0080012,DIS,,
0080014,DIS,,
0080015,DIS,,
0080016,DIS,D016135,
0080018,DIS,,
0080019,DIS,,
0080020,DIS,,
0080021,DIS,,
0080023,DIS,,
0080026,DIS,,
0080027,DIS,,
0080028,DIS,,
0080029,DIS,,
0080030,DIS,C566574,
0080031,DIS,,
0080032,DIS,C562940,
0080033,DIS,,
0080036,DIS,,
0080037,DIS,C536748,C0432273
0080038,DIS,D058631,
0080039,DIS,C537791,
0080040,DIS,,
0080041,DIS,C562937,C0410529
0080042,DIS,,
0080043,DIS,C579878,
0080044,DIS,C563007,
0080045,DIS,C537207,
0080046,DIS,,
0080047,DIS,C535819,
0080049,DIS,C535658,
0080050,DIS,C535661,
0080051,DIS,,
0080052,DIS,,
0080053,DIS,,
0080054,DIS,,
0080055,DIS,,
0080056,DIS,C536017,
0080057,DIS,,
0080058,DIS,,
0080059,DIS,,
0080060,DIS,,
0080061,DIS,,
0080062,DIS,,
0080063,DIS,,
0080064,DIS,,
0080065,DIS,,
0080066,DIS,,
0080067,DIS,,
0080068,DIS,,
0080069,DIS,,
0080070,DIS,,
0080071,DIS,,
0080072,DIS,D007418,C0021847
0080073,DIS,D016136,
0080074,DIS,,
0080075,DIS,,
0080076,DIS,,
0080077,DIS,C567363,
0080078,DIS,C567362,
0080079,DIS,,
0080080,DIS,,
0080081,DIS,,
0080082,DIS,C536377,
0080083,DIS,,
0080084,DIS,,
0080085,DIS,,
0080086,DIS,,
0080087,DIS,,
0080088,DIS,,
0080089,DIS,,
0080090,DIS,,
0080091,DIS,,
0080092,DIS,,
0080093,DIS,,
0080094,DIS,C000598645,
0080095,DIS,,
0080096,DIS,,
0080097,DIS,,
0080098,DIS,,
0080099,DIS,,
0080100,DIS,,
0080101,DIS,,
0080102,DIS,,
0080103,DIS,,
0080105,DIS,,
0080106,DIS,,
0080107,DIS,,
0080108,DIS,D009212,
0080109,DIS,,
0080110,DIS,C537377,
0080111,DIS,,
0080112,DIS,,
0080113,DIS,,
0080114,DIS,,
0080115,DIS,,
0080116,DIS,,
0080117,DIS,,
0080118,DIS,,
0080119,DIS,C536350,
0080120,DIS,C563698,
0080121,DIS,C580039,
0080122,DIS,D002549,C0205710
0080123,DIS,,
0080124,DIS,C567624,
0080125,DIS,C538344,
0080126,DIS,C535523,
0080127,DIS,C536350,
0080128,DIS,C580473,
0080129,DIS,,
0080130,DIS,,
0080131,DIS,,
0080132,DIS,C538280,
0080133,DIS,,
0080134,DIS,,
0080135,DIS,,
0080136,DIS,,
0080137,DIS,C567059,
0080138,DIS,,
0080139,DIS,,
0080140,DIS,,
0080141,DIS,,
0080142,DIS,,
0080143,DIS,C580012,
0080144,DIS,,
0080145,DIS,,C1332997
0080146,DIS,,
0080147,DIS,,
0080148,DIS,,
0080149,DIS,,
0080150,DIS,C535668,
0080153,DIS,C536038,
0080154,DIS,,
0080155,DIS,,
0080156,DIS,,
0080158,DIS,D007635,
0080159,DIS,D016919,
0080160,DIS,D017726,
0080161,DIS,D002179,
0080162,DIS,D008181,
0080163,DIS,,
0080164,DIS,,C2827356
0080165,DIS,,
0080166,DIS,,
0080167,DIS,,
0080169,DIS,D018785,
0080170,DIS,,
0080171,DIS,,
0080172,DIS,C536512,
0080173,DIS,,
0080174,DIS,D001746,
0080175,DIS,,
0080176,DIS,D008585,
0080177,DIS,D006504,
0080178,DIS,D052016,
0080179,DIS,D008583,
0080180,DIS,,
0080181,DIS,,
0080182,DIS,,
0080183,DIS,,
0080184,DIS,,
0080185,DIS,,
0080186,DIS,,
0080187,DIS,,
0080188,DIS,,
0080189,DIS,,
0080190,DIS,,
0080191,DIS,,
0080192,DIS,,
0080193,DIS,,
0080194,DIS,,
0080195,DIS,,
0080196,DIS,,
0080197,DIS,,
0080198,DIS,,
0080199,DIS,D015179,C0009402
0080200,DIS,,
0080201,DIS,,
0080202,DIS,D003528,
0080204,DIS,,
0080205,DIS,C566906,
0080206,DIS,,
0080207,DIS,,
0080208,DIS,D065626,
0080209,DIS,,
0080210,DIS,,
0080211,DIS,,
0080212,DIS,,
0080213,DIS,,
0080214,DIS,,
0080215,DIS,,
0080216,DIS,C535720,
0080217,DIS,,C5574740
0080218,DIS,,
0080219,DIS,,
0080220,DIS,,
0080221,DIS,,
0080222,DIS,,
0080223,DIS,D053546,C1721006
0080224,DIS,,
0080225,DIS,,
0080226,DIS,,
0080227,DIS,,
0080228,DIS,,
0080230,DIS,,
0080231,DIS,,
0080232,DIS,,
0080233,DIS,,
0080234,DIS,C536208,
0080235,DIS,,
0080236,DIS,,
0080237,DIS,,
0080238,DIS,,
0080239,DIS,,
0080240,DIS,,
0080241,DIS,,
0080242,DIS,,
0080243,DIS,,
0080244,DIS,,
0080245,DIS,,
0080246,DIS,,
0080247,DIS,,
0080248,DIS,,
0080249,DIS,,
0080250,DIS,,
0080251,DIS,,
0080252,DIS,,
0080253,DIS,,
0080254,DIS,,
0080255,DIS,,
0080256,DIS,,
0080257,DIS,,
0080258,DIS,,
0080259,DIS,,
0080260,DIS,,
0080261,DIS,,
0080262,DIS,,
0080263,DIS,,
0080264,DIS,,
0080265,DIS,,
0080266,DIS,,
0080267,DIS,,
0080268,DIS,,
0080269,DIS,,
0080270,DIS,,
0080271,DIS,,
0080272,DIS,,
0080273,DIS,,
0080274,DIS,,
0080275,DIS,,
0080276,DIS,,
0080277,DIS,,
0080278,DIS,,
0080279,DIS,,
0080280,DIS,,
0080281,DIS,,
0080282,DIS,,
0080283,DIS,,
0080284,DIS,,
0080285,DIS,,
0080286,DIS,,
0080287,DIS,,
0080288,DIS,,
0080289,DIS,,
0080290,DIS,,
0080291,DIS,,
0080292,DIS,,
0080293,DIS,,
0080294,DIS,,
0080295,DIS,,
0080296,DIS,,
0080297,DIS,,
0080298,DIS,,
0080299,DIS,,
0080300,DIS,,
0080301,DIS,D065766,
0080302,DIS,D012891,C0338495
0080303,DIS,,
0080304,DIS,,
0080305,DIS,,
0080306,DIS,,
0080307,DIS,C580316,
0080308,DIS,,
0080309,DIS,,
0080311,DIS,,
0080312,DIS,,
0080313,DIS,C563047,C0795898
0080314,DIS,C566579,"C1838190, C1865869"
0080315,DIS,C536141,C1858854
0080316,DIS,C536141,C1858854
0080317,DIS,,
0080318,DIS,,
0080319,DIS,,
0080320,DIS,,
0080321,DIS,,
0080322,DIS,,
0080323,DIS,,
0080324,DIS,C565346,
0080325,DIS,C566021,
0080326,DIS,D024741,C0949658
0080327,DIS,,
0080328,DIS,,
0080329,DIS,,
0080330,DIS,,
0080331,DIS,,
0080332,DIS,D000082882,
0080333,DIS,,
0080334,DIS,,
0080335,DIS,,
0080336,DIS,,
0080337,DIS,,
0080338,DIS,,
0080339,DIS,,
0080342,DIS,,
0080343,DIS,,
0080344,DIS,C536188,
0080345,DIS,,
0080346,DIS,,
0080347,DIS,,
0080348,DIS,,
0080349,DIS,C567847,
0080350,DIS,,
0080351,DIS,,
0080352,DIS,,
0080353,DIS,,
0080354,DIS,,
0080355,DIS,,
0080356,DIS,,
0080357,DIS,,C5399977
0080358,DIS,,C3554534
0080359,DIS,,C4225154
0080360,DIS,,C4225304
0080361,DIS,C536561,
0080362,DIS,,
0080363,DIS,,
0080364,DIS,,
0080365,DIS,D004714,
0080366,DIS,,
0080367,DIS,,
0080368,DIS,,
0080369,DIS,,
0080370,DIS,,
0080371,DIS,,
0080372,DIS,,
0080373,DIS,,
0080374,DIS,,
0080375,DIS,,
0080376,DIS,,
0080377,DIS,,
0080379,DIS,,
0080380,DIS,,
0080381,DIS,,
0080382,DIS,,
0080383,DIS,,
0080384,DIS,,
0080385,DIS,,
0080386,DIS,,
0080387,DIS,,
0080388,DIS,,
0080389,DIS,,
0080390,DIS,,C0403399
0080391,DIS,,
0080392,DIS,,
0080393,DIS,,
0080394,DIS,,
0080395,DIS,C566121,
0080396,DIS,C566419,
0080397,DIS,C563448,
0080398,DIS,C564251,
0080399,DIS,C563843,
0080400,DIS,C563464,
0080401,DIS,,
0080402,DIS,C563675,
0080403,DIS,C566605,
0080404,DIS,C567410,
0080405,DIS,C567548,
0080406,DIS,,
0080407,DIS,,
0080408,DIS,,
0080409,DIS,,
0080410,DIS,,
0080411,DIS,,
0080412,DIS,,
0080413,DIS,,
0080414,DIS,,
0080415,DIS,,
0080416,DIS,,
0080417,DIS,,
0080418,DIS,,
0080419,DIS,,
0080420,DIS,,
0080421,DIS,,
0080422,DIS,,
0080424,DIS,,
0080425,DIS,,
0080426,DIS,,
0080427,DIS,,
0080428,DIS,,
0080429,DIS,,
0080430,DIS,,
0080431,DIS,,
0080432,DIS,,
0080433,DIS,,
0080434,DIS,,
0080435,DIS,,
0080436,DIS,,
0080437,DIS,,
0080438,DIS,,
0080439,DIS,,
0080440,DIS,,
0080441,DIS,,
0080442,DIS,,
0080443,DIS,,
0080444,DIS,,
0080445,DIS,,
0080446,DIS,,
0080447,DIS,,
0080448,DIS,,
0080449,DIS,,
0080450,DIS,,
0080451,DIS,,
0080452,DIS,,
0080453,DIS,,
0080454,DIS,,
0080455,DIS,,
0080456,DIS,,
0080457,DIS,,
0080458,DIS,,
0080459,DIS,,
0080460,DIS,,
0080461,DIS,,
0080462,DIS,,
0080463,DIS,,
0080464,DIS,,
0080465,DIS,,
0080467,DIS,,
0080468,DIS,,
0080470,DIS,,
0080471,DIS,,
0080472,DIS,,
0080473,DIS,,
0080474,DIS,,
0080475,DIS,,
0080476,DIS,,
0080477,DIS,,
0080478,DIS,,
0080479,DIS,,
0080480,DIS,,
0080481,DIS,,
0080482,DIS,,
0080483,DIS,,
0080484,DIS,,
0080485,DIS,,
0080486,DIS,,
0080487,DIS,,
0080488,DIS,,
0080489,DIS,,
0080490,DIS,,
0080491,DIS,,
0080492,DIS,,
0080493,DIS,,
0080494,DIS,C564499,
0080495,DIS,,
0080496,DIS,,
0080497,DIS,,
0080498,DIS,,
0080499,DIS,,
0080500,DIS,,
0080501,DIS,,
0080502,DIS,,
0080503,DIS,,
0080504,DIS,,
0080505,DIS,,
0080506,DIS,,
0080507,DIS,,
0080508,DIS,,
0080509,DIS,,
0080510,DIS,,
0080511,DIS,,
0080512,DIS,,
0080513,DIS,,
0080514,DIS,,
0080515,DIS,,
0080516,DIS,,
0080517,DIS,,
0080518,DIS,,
0080519,DIS,,
0080520,DIS,,
0080521,DIS,,
0080522,DIS,,
0080523,DIS,,
0080524,DIS,,
0080525,DIS,,
0080526,DIS,,
0080527,DIS,,
0080528,DIS,,
0080530,DIS,,
0080531,DIS,,
0080532,DIS,,
0080533,DIS,C564650,
0080534,DIS,,
0080535,DIS,,
