,0
2259,62702
2260,71600087
2261,139033611
2262,656822
2263,163408269
2264,9910486
2265,158784
2266,23665584
2267,44284481
2268,65157
2269,6102852
2270,121587
2271,4746
2272,33039
2273,4418
2274,46196517
2275,5361
2276,135564890
2277,11256720
2278,9811704
2279,56841986
2280,936
2281,25429
2282,68617
2283,11226834
2284,16078
2285,104865
2286,46239015
2287,242911
2288,73357808
2289,46207586
2290,58029842
2291,54766013
2292,11626128
2293,51003457
2294,92131145
2295,123631
2296,44814423
2297,6918249
2298,25212148
2299,162623745
2300,638072
2301,439201
2302,121493082
2303,24967599
2304,123681
2305,9889366
2306,10129877
2307,4911
2308,10246762
2309,49779393
2310,3639
2311,5280492
2312,42113
2313,124220556
2314,6851740
2315,11315474
2316,17358
2317,91810702
2318,24751
2319,92135817
2320,91727
2321,9863341
2322,53246986
2323,35370
2324,2200
2325,188296
2326,150311
2327,46174453
2328,9838355
2329,31307
2330,44516822
2331,11179459
2332,148124
2333,130168
2334,9638
2335,9796068
2336,9939040
2337,9853559
2338,36294
2339,11693
2340,2157
2341,6456015
2342,119583
2343,11610526
2344,135431021
2345,5198
2346,71678098
2347,2554
2348,24958200
2349,54675776
2350,5311065
2351,131801472
2352,3083542
2353,9883501
2354,6433109
2355,3081927
2356,42890
2357,121301049
2358,450173
2359,164182053
2360,6439522
2361,158780
2362,77107498
2363,5234
2364,4830
2365,60172
2366,57809036
2367,54677674
2368,3278
2369,78209992
2370,23983771
2371,122335
2372,6433119
2373,135403648
2374,6435808
2375,122177130
2376,5273759
2377,9897305
2378,135403832
2379,107778
2380,71226662
2381,92722
2382,121488172
2383,11635763
2384,5282412
2385,71454399
2386,68654
2387,135400189
2388,134393443
2389,5388992
2390,53342708
2391,124886
2392,135242184
2393,5386
2394,11338749
2395,44224257
2396,11656518
2397,34633
2398,44129176
2399,11354606
2400,5318980
2401,5288738
2402,50294
2403,11455973
2404,68026984
2405,11236126
2406,6433082
2407,449646
2408,54718618
2409,9859632
2410,3035442
2411,135317244
2412,118029202
2413,72271
2414,449459
2415,68165256
2416,45138527
2417,3406
2418,11719003
2419,86269973
2420,135564996
2421,11155873
2422,455041
2423,1548943
2424,1978
2425,101136468
2426,16720766
2427,58646881
2428,21144069
2429,6047
2430,16119082
2431,135413523
2432,24983461
2433,146160902
2434,53340426
2435,457
2436,3010818
2437,9838712
2438,135326
2439,444022
2440,11552706
2441,118107483
2442,34312
2443,135409471
2444,5920
2445,40839
2446,71623049
2447,9874248
2448,67202717
2449,6914657
2450,4680
2451,11949646
2452,25167017
2453,5281037
2454,53389120
2455,23582365
2456,71580408
2457,11596613
2458,25102846
2459,2725246
2460,1254
2461,2477
2462,5481481
2463,135910026
2464,59142777
2465,165580
2466,2540
2467,638024
2468,68911
2469,68614
2470,54686904
2471,393111
2472,5464280
2473,4991
2474,5564
2475,457193
2476,6005
2477,449642
2478,24987875
2479,5280804
2480,22880
2481,26758
2482,3108
2483,44623937
2484,66644
2485,4578
2486,56645576
2487,134129862
2488,139593411
2489,154572874
2490,163091
2491,9912771
2492,31703
2493,14969
2494,58185197
2495,56960912
2496,65981
2497,3696
2498,11950170
2499,6335825
2500,89851852
2501,56843333
2502,5360545
2503,5311271
2504,61361
2505,6912
2506,45378170
2507,448013
2508,118869362
2509,6918388
2510,6135
2511,137106310
2512,25221720
2513,441199
2514,104741
2515,4696
2516,6918554
2517,24831714
2518,3305
2519,46908929
2520,131682
2521,76964582
2522,24800541
2523,11497808
2524,4810
2525,157917
2526,6436
2527,130330722
2528,54891
2529,57855696
2530,10850
2531,135564558
2532,16722836
2533,5469318
2534,11494412
2535,16678941
2536,71533696
2537,3519
2538,6480466
2539,135565903
2540,21109
2541,71587039
2542,439260
2543,11622197
2544,130229812
2545,71528459
2546,60203
2547,135409347
2548,5327686
2549,219100
2550,11387605
2551,6918037
2552,25181472
2553,71301
2554,121490254
2555,136721
2556,85364156
2557,89670174
2558,5741
2559,5258
2560,3081362
2561,54684617
2562,159603
2563,122460381
2564,5388962
2565,9910224
2566,33613
2567,2153
2568,11685945
2569,65064
2570,9868980
2571,656583
2572,5479
2573,9049
2574,39042
2575,448545
2576,2733525
2577,73303
2578,86567195
2579,83818
2580,11250647
2581,9831783
2582,213041
2583,2083
2584,9829836
2585,9952884
2586,137355584
2587,11479259
2588,56841713
2589,5281915
2590,9870652
2591,10437763
2592,9571075
2593,68942
2594,45358055
2595,24857397
2596,826634
2597,2092
2598,56841909
2599,9897697
2600,10296883
2601,9916058
2602,5757
2603,57713852
2604,10387485
2605,16133832
2606,91669168
2607,64139
2608,10917
2609,657309
2610,24795069
2611,72700713
2612,5311217
2613,2794
2614,5745214
2615,131868778
2616,78320750
2617,71558565
2618,11570943
2619,5709
2620,10275777
2621,3702
2622,54682876
2623,441290
2624,446598
2625,57537
2626,86676119
2627,71301276
2628,5280961
2629,71209600
2630,135449674
2631,1174
2632,4171
2633,4054
2634,3005572
2635,126941
2636,65464
2637,69093374
2638,118596336
2639,11581230
2640,5362420
2641,12136798
2642,25126798
2643,9548828
2644,131678
2645,92729
2646,115366
2647,5281078
2648,46739730
2649,25194767
2650,43043
2651,16045365
2652,54454
2653,10133
2654,23633604
2655,6918537
2656,5282181
2657,10074640
2658,44603531
2659,91668184
2660,9800472
2661,71300755
2662,9847629
2663,56841571
2664,44182376
2665,11504295
2666,24795088
2667,115198
2668,25074887
2669,5479530
2670,5202
2671,11501341
2672,9818479
2673,71727581
2674,450096
2675,118278088
2676,25067411
2677,135398658
2678,44195571
2679,55473
2680,71750
2681,164521
2682,131536
2683,11556711
2684,214348
2685,25513
2686,9548794
2687,443872
2688,5235
2689,444795
2690,55245
2691,56801
2692,3038505
2693,90111638
2694,59174488
2695,71496458
2696,71492247
2697,9812534
2698,153702000
2699,5284373
2700,36811
2701,65108
2702,72942015
2703,11528958
2704,6230
2705,67446244
2706,100154
2707,71657455
2708,22049997
2709,118955396
2710,19518
2711,16219285
2712,74394492
2713,62925
2714,447043
2715,57751161
2716,51037069
2717,5358
2718,173759
2719,86300657
2720,3825
2721,4474
2722,5481173
2723,59259225
2724,42603186
2725,3111
2726,60152109
2727,9935073
2728,58557659
2729,59634741
2730,11978790
2731,9642
2732,14122979
2733,9911821
2734,54676537
2735,23666456
2736,44199317
2737,134812041
2738,10687441
2739,6435893
2740,5362119
2741,3156
2742,5961
2743,122395719
2744,5350
2745,4494
2746,10077130
2747,45375808
2748,6420023
2749,72941968
2750,1088
2751,6438895
2752,165363555
2753,10372836
2754,25128145
2755,35278396
2756,10220503
2757,2284
2758,66550890
2759,4946
2760,70700544
2761,117065359
2762,24946920
2763,67701
2764,140118553
2765,25061466
2766,5330286
2767,71532754
2768,5311027
2769,6451047
2770,167312327
2771,9882105
2772,23676225
2773,14219
2774,24775005
2775,4174
2776,168010134
2777,10331863
2778,124088
2779,101526
2780,11497983
2781,135151360
2782,134664
2783,44513473
2784,10112
2785,44628955
2786,67286591
2787,16046068
2788,53358942
2789,5488548
2790,3084049
2791,400769
2792,9963963
2793,25147644
2794,24936221
2795,123601
2796,51039095
2797,9833984
2798,2724385
2799,135403647
2800,42636350
2801,135449331
2802,13116
2803,5282379
2804,2472
2805,72435
2806,449762
2807,5462310
2808,448537
2809,148494876
2810,4075
2811,136245567
2812,73350132
2813,358641
2814,16076883
2815,77991
2816,16750138
2817,42642648
2818,1983
2819,67979346
2820,76684239
2821,7758
2822,6712744
2823,71312692
2824,12358480
2825,24875489
2826,53252276
2827,19649
2828,9549299
2829,5488036
2830,25117126
2831,10252640
2832,6918509
2833,40973
2834,68194743
2835,4943
2836,129050791
2837,9934746
2838,11627443
2839,63009
2840,68289010
2841,967
2842,23724985
2843,139415233
2844,38853
2845,11564168
2846,135449332
2847,5388983
2848,441314
2849,12560
2850,5282182
2851,5288209
2852,9703
2853,49792850
2854,5865
2855,8955
2856,11581936
2857,54677946
2858,134210715
2859,11388331
2860,159324
2861,57748689
2862,176871
2863,15985904
2864,68740
2865,46884921
2866,167195
2867,118912975
2868,24706
2869,10297982
2870,11477084
2871,946
2872,62884
2873,119
2874,46216796
2875,9823762
2876,46843057
2877,970
2878,126843217
2879,11338127
2880,124343
2881,121364971
2882,3559
2883,16132283
2884,137542570
2885,153999
2886,5487427
2887,9848354
2888,11223423
2889,5744
2890,16158103
2891,73386645
2892,3423265
2893,84003
2894,57339460
2895,65013
2896,117955898
2897,3035000
2898,25168442
2899,118115473
2900,644241
2901,56949517
2902,62923
2903,7329
2904,73680
2905,5462222
2906,123964
2907,92786
2908,6917866
2909,405012
2910,44093
2911,4463
2912,3191
2913,122452488
2914,896
2915,47576
2916,71242808
2917,16072155
2918,6918848
2919,2662
2920,213039
2921,68870
2922,59251511
2923,216385
2924,5329099
2925,7099
2926,219024
2927,11979606
2928,6714002
2929,53243932
2930,11609955
2931,91826710
2932,4917
2933,5790
2934,14985
2935,121892
2936,44278361
2937,10298385
2938,46215799
2939,16061448
2940,177336
2941,4873
2942,216454
2943,11363176
2944,3086671
2945,157920
2946,23663996
2947,5351387
2948,117877477
2949,53396299
2950,49857317
2951,2995
2952,441335
2953,65866
2954,50925403
2955,3958
2956,10220323
2957,2273
2958,9433
2959,130339268
2960,10409068
2961,129096972
2962,71568799
2963,44610678
2964,25154714
2965,91272
2966,72703790
2967,5311066
2968,3869
2969,30751
2970,119432
2971,10201696
2972,148184
2973,5281040
2974,9841834
2975,11538455
2976,452895
2977,24875298
2978,5360515
2979,60703
2980,16129706
2981,71602803
2982,5994
2983,16130365
2984,11672491
2985,2159
2986,11764719
2987,155804635
2988,13711
2989,437740
2990,11226090
2991,4913
2992,10629256
2993,3541112
2994,10309114
2995,135611162
2996,28417
2997,55182
2998,11450633
2999,154572876
3000,9924495
3001,123133557
3002,2161
3003,11430856
3004,6918284
3005,55283
3006,46861623
3007,56843503
3008,24770514
3009,57775240
3010,5362129
3011,5484352
3012,5665
3013,58310140
3014,23663956
3015,90279868
3016,11579379
3017,5002
3018,24737642
3019,25103750
3020,5311124
3021,5282408
3022,91809656
3023,44217246
3024,149096
3025,91654792
3026,5578
3027,91936863
3028,51049968
3029,68245749
3030,62920
3031,89658382
3032,53380437
3033,176166
3034,137321956
3035,10013505
3036,11619164
3037,72552
3038,135537060
3039,23650961
3040,121488182
3041,10090485
3042,9925544
3043,10621
3044,5311167
3045,5381
3046,6918141
3047,3613823
